Hospital_Id,Transport_Cost
fffe33003400,154.04066098186348
fffe3700330036003600,138.0404485779828
fffe3300390038003400,1455.0325407674493
fffe310030003900,153.0219098175132
fffe3700330031003200,417.9887069122161
fffe380033003200,154.04066098186348
fffe3700310030003000,132.56061810734735
fffe3500380039003900,156.50622019390931
fffe3600330031003500,132.56061810734735
fffe3200340034003400,132.56061810734735
fffe3900370033003700,154.04066098186348
fffe370034003400,301.3028584545128
fffe3600360031003900,733.3620300857601
fffe3400330038003800,153.0219098175132
fffe3200300031003300,417.9887069122161
fffe38003600,153.0219098175132
fffe3800350037003200,132.56061810734735
fffe350035003900,153.0219098175132
fffe3900390033003800,12364.777206069326
fffe3500300034003800,132.56061810734735
fffe3100330034003500,728.4355382339336
fffe360030003700,303.00648042625886
fffe3500360033003900,6188.829492382247
fffe3500380037003000,336.91497377572193
fffe3200380037003200,417.9887069122161
fffe3400360039003800,153.0219098175132
fffe330031003800,114.72051746814013
fffe3400370034003500,212.35097476202594
fffe3100320030003600,154.04066098186348
fffe3200350036003400,723.700003127066
fffe3600390039003500,1455.0325407674493
fffe3100310031003800,154.04066098186348
fffe3800330036003600,154.04066098186348
fffe3200350033003000,154.9983437529793
fffe3700370030003300,183.77191745601587
fffe3800320032003900,417.9887069122161
fffe3900380034003000,1753.644978411709
fffe3300320039003600,154.04066098186348
fffe3400370031003600,257.9060726249453
fffe3200380039003800,154.04066098186348
fffe3800340036003800,132.56061810734735
fffe340039003100,132.56061810734735
fffe3500340032003300,154.04066098186348
fffe360031003600,132.56061810734735
fffe3800330039003900,1318.8945321595459
fffe390037003600,549.7470405607825
fffe3200380038003300,154.04066098186348
fffe3900330030003000,234.06824244960117
fffe3300390039003800,1753.644978411709
fffe3800320039003500,132.56061810734735
fffe3100390037003200,154.04066098186348
fffe3400320039003700,6296.695825297477
fffe3600310032003400,154.04066098186348
fffe3100350036003500,417.9887069122161
fffe3800390033003200,154.04066098186348
fffe3300360036003400,155.7205095332515
fffe3200300031003200,2584.5331176021477
fffe3200340030003900,154.04066098186348
fffe330039003300,676.4247937122742
fffe3900340035003200,728.4355382339336
fffe3200350036003200,676.4247937122742
fffe3900350034003300,153.0219098175132
fffe3900380035003100,154.9983437529793
fffe3800330039003300,151.99851124715425
fffe370035003400,2870.8350877727344
fffe3500360034003200,155.95930684502756
fffe3400380037003600,294.3078573452058
fffe3900310033003000,26390.92966437278
fffe380037003700,305.4561536097253
fffe3100340034003800,132.56061810734735
fffe3900380035003500,132.56061810734735
fffe3700340032003500,538.1416492366004
fffe3400340030003400,766.6352972253476
fffe3900390034003000,154.04066098186348
fffe3700360030003600,234.06824244960117
fffe3200380037003100,153.0219098175132
fffe3600360032003000,132.56061810734735
fffe3400380035003500,132.56061810734735
fffe3900320031003300,1302.300540662197
fffe3200310039003900,3599.723578615953
fffe3900380035003900,324.7490449845815
fffe370032003100,212.35097476202594
fffe3800390033003500,134.06641564967853
fffe33003000,154.04066098186348
fffe3700340030003500,154.04066098186348
fffe3600340036003200,255.0418733902427
fffe3700390036003800,212.35097476202594
fffe3100340036003000,560.1055562267962
fffe3300320036003800,212.35097476202594
fffe3500380039003800,1300.872621828028
fffe3800330037003900,4108.050957222011
fffe3800340033003000,132.56061810734735
fffe3200390035003500,154.04066098186348
fffe3900310039003400,1753.644978411709
fffe3500320033003300,5538.493903501446
fffe3500370031003400,147.33574141744043
fffe3400310036003500,717.7273421732336
fffe3600340034003600,154.04066098186348
fffe3900350036003100,154.9983437529793
fffe3900310037003600,2870.8350877727344
fffe3400350031003100,1302.300540662197
fffe3100310034003300,2511.964803291086
fffe3700330032003700,212.35097476202594
fffe3200380038003000,154.04066098186348
fffe3400330030003200,122.4567993084324
fffe3800350033003800,153.0219098175132
fffe320034003000,417.9887069122161
fffe3900350039003400,154.9983437529793
fffe3500340030003100,132.56061810734735
fffe3300350034003600,328.32914186206415
fffe3100350030003800,154.04066098186348
fffe3300330031003900,154.04066098186348
fffe3400300034003100,154.04066098186348
fffe3900380031003800,153.9732997849737
fffe3900380030003000,154.04066098186348
fffe3800370036003600,154.04066098186348
fffe3500320031003500,410.7521716443171
fffe3500310038003300,114.72051746814013
fffe370033003800,154.04066098186348
fffe3300330036003500,154.04066098186348
fffe39003300,154.04066098186348
fffe3200300032003100,154.04066098186348
fffe3600390032003200,132.56061810734735
fffe3900350036003600,2870.8350877727344
fffe3500330037003000,154.04066098186348
fffe3500380032003700,1245.8087831708897
fffe3400360038003800,132.56061810734735
fffe3500320035003200,728.4355382339336
fffe3700320037003100,154.04066098186348
fffe3300380034003200,778.9252835064041
fffe3100330032003300,2678.3452070381995
fffe3900310033003300,723.700003127066
fffe3200350037003900,38512.91249432626
fffe3500390039003800,387.83148150355504
fffe3100370034003000,132.56061810734735
fffe380039003200,255.0418733902427
fffe3400330035003700,212.35097476202594
fffe3600310036003500,154.04066098186348
fffe320033003500,132.56061810734735
fffe3200310034003300,132.56061810734735
fffe3500310030003200,234.06824244960117
fffe3500310034003400,2870.8350877727344
fffe3600390033003000,766.6352972253476
fffe3500330036003600,343.545372219042
fffe3800320039003800,723.700003127066
fffe3300380036003500,1753.644978411709
fffe3500330030003000,2801.0486765088194
fffe3200390031003000,17052.651830435338
fffe3300330034003000,328.32914186206415
fffe35003600,737.722918037496
fffe3300380030003000,132.56061810734735
fffe3500300033003200,132.56061810734735
fffe3600320038003700,538.1416492366004
fffe3800390038003600,154.04066098186348
fffe3400300036003700,154.9983437529793
fffe3300300031003200,153.0219098175132
fffe3200310035003000,234.06824244960117
fffe3700300038003900,154.04066098186348
fffe3400370038003300,4359.974601690601
fffe3200350032003400,324.7490449845815
fffe3800350039003500,417.9887069122161
fffe3800370033003500,154.04066098186348
fffe3900390036003400,133.38336289722506
fffe3300360031003700,154.04066098186348
fffe3800370036003400,417.9887069122161
fffe3800360030003400,5220.7762402161925
fffe3400350031003700,328.32914186206415
fffe3800390032003000,156.75711011659533
fffe3100320032003200,417.9887069122161
fffe3900300035003600,132.56061810734735
fffe380030003600,138.51767944418057
fffe3300340037003400,154.04066098186348
fffe3700350034003200,776.409047176184
fffe35003500,3913.440342949649
fffe3200300032003400,265.81448189845753
fffe3600310036003200,776.409047176184
fffe3100330034003100,154.04066098186348
fffe3600340038003900,253.7872655400678
fffe3100360036003500,154.04066098186348
fffe3200370035003900,32322.524026115454
fffe3600390031003500,153.0219098175132
fffe3800390032003200,154.04066098186348
fffe3100310033003000,336.91497377572193
fffe380031003300,4062.11156662014
fffe3400380037003000,1677.4973202599838
fffe3700320037003300,132.56061810734735
fffe3300300033003000,153.0219098175132
fffe3400300032003000,150.3955462356818
fffe3600330038003000,264.6044100950344
fffe3600340037003100,154.04066098186348
fffe3800370038003900,714.5889223573446
fffe3700310037003900,132.56061810734735
fffe3200380030003800,723.700003127066
fffe3700340037003700,154.04066098186348
fffe3500300030003600,154.9983437529793
fffe3900320034003800,301.3028584545128
fffe3400300032003400,4163.305374271123
fffe3300350038003400,737.722918037496
fffe3700360037003600,154.04066098186348
fffe3700350031003100,154.04066098186348
fffe3600350033003100,154.04066098186348
fffe3400370039003700,778.9252835064041
fffe37003100,328.32914186206415
fffe3500360037003700,154.04066098186348
fffe3100360037003000,154.04066098186348
fffe3600380039003700,154.04066098186348
fffe3300390037003800,154.04066098186348
fffe330033003200,154.04066098186348
fffe3600350039003200,301.3028584545128
fffe390034003300,737.722918037496
fffe310031003700,328.32914186206415
fffe3600320032003500,560.1055562267962
fffe3800300037003100,766.6352972253476
fffe3300390038003100,417.9887069122161
fffe3400310035003500,167193.25501010616
fffe3100310035003200,156.50622019390931
fffe3900350032003300,2639.1806586829766
fffe3900350031003200,6296.695825297477
fffe3200390032003400,324.7490449845815
fffe3400380034003000,766.6352972253476
fffe3200390035003900,303.00648042625886
fffe3500360035003200,676.4247937122742
fffe3200380032003000,328.32914186206415
fffe3800370034003800,132.56061810734735
fffe330030003300,212.35097476202594
fffe3800330035003100,154.04066098186348
fffe3400320038003800,1245.8087831708897
fffe3200320030003600,299.8215712950126
fffe3300390032003100,212.35097476202594
fffe3300320034003300,776.409047176184
fffe3700310034003300,154.04066098186348
fffe3900320039003700,336.91497377572193
fffe3500320034003900,2870.8350877727344
fffe380036003400,154.04066098186348
fffe3300310032003600,2639.1806586829766
fffe3500360036003900,654.2804989349208
fffe3400320031003100,212.35097476202594
fffe3200380038003900,154.04066098186348
fffe350033003700,2801.0486765088194
fffe3600310039003600,688.9491272686497
fffe320039003500,154.04066098186348
fffe3700370032003400,1245.8087831708897
fffe3400320039003500,333.4896291732402
fffe3900370035003900,301.3028584545128
fffe3600300030003900,212.35097476202594
fffe3600380031003800,153.0219098175132
fffe3300310039003700,637.7821434141542
fffe3100340038003000,212.35097476202594
fffe3900300031003100,1245.8087831708897
fffe3400300030003400,717.7273421732336
fffe3700320035003500,234.06824244960117
fffe3300350037003200,766.6352972253476
fffe3500330031003900,851.5814503374263
fffe3300320030003100,153.0219098175132
fffe3900340036003000,723.700003127066
fffe3800360034003100,316.9015401728668
fffe3200320037003000,303.00648042625886
fffe3700370034003500,153.0219098175132
fffe3800300036003800,654.2804989349208
fffe3200330038003600,155.95930684502756
fffe3500310039003500,154.9983437529793
fffe3400320032003300,723.700003127066
fffe3100300033003900,728.4355382339336
fffe3400300030003100,154.04066098186348
fffe3400340036003600,153.0219098175132
fffe3800340032003500,766.6352972253476
fffe3700350031003600,212.35097476202594
fffe3600310038003700,723.700003127066
fffe3600300033003200,154.04066098186348
fffe3600330032003100,153.0219098175132
fffe3500330032003000,234.06824244960117
