Supplier_Reliability,Equipment_Height,Equipment_Width,Equipment_Weight,Equipment_Value,Base_Transport_Fee,Delivery_Time_Days,Equipment_Type,CrossBorder_Shipping,Urgent_Shipping,Installation_Service,Transport_Method,Fragile_Equipment,Hospital_Info,Rural_Hospital,Hospital_Id,Transport_Cost_Log
-0.08226840102184996,-0.060527101210549904,-0.6675975708000164,-0.13890912336012234,-0.13602063378135115,-0.7579825108950934,0.009265099778094999,Missing,No,No,No,Roadways,No,Working Class,No,fffe3200360030003700,5.195730777772936
0.4781232195268446,0.626039656527061,2.0244690933320206,0.32494316728846334,1.0094802865558818,-0.07890140097538938,0.8311691123510385,Marble,No,Yes,Yes,Roadways,No,Working Class,No,fffe3400380037003400,13.349870912673888
2.039214162483923,1.4842481036990745,1.0630167132848647,-0.1388549601388246,-0.13169950399190922,-0.7056312607591294,-0.40168690650837674,Aluminium,No,No,No,Roadways,No,Working Class,No,fffe3200350036003700,7.35686718808532
0.9584588942828687,-1.1761980825341676,-0.8598880468094476,-0.13989174406990693,-0.13591080457380317,-0.7449875197265917,0.009265099778094999,Brass,No,No,No,Roadways,No,Working Class,No,fffe3800320034003400,5.55570774325743
0.7983470026975276,0.45439796709265823,0.6784357612660022,-0.13890912336012234,0.1855758193482601,-0.27159855573117203,0.8311691123510385,Marble,Yes,No,No,Roadways,No,Working Class,Missing,fffe3600340033003000,9.054215077212756
1.5989064606242342,2.1708148614366856,0.48614528525657097,-0.13890912336012234,-0.12892424982268577,0.949559328646032,-0.8126389127948485,Missing,No,No,No,Missing,No,Working Class,No,fffe3500340032003500,8.452870113735724
2.0792421353802584,0.02529374350665145,0.48614528525657097,-0.1385918267587611,-0.1356226505238923,-0.9870656409226808,0.42021710606456675,Clay,Yes,No,No,Waterways,Yes,Working Class,No,fffe3500360031003400,6.684424210087605
-0.04224042812551459,0.45439796709265823,-0.6675975708000164,-0.13768219195001602,-0.13310720738327703,0.12938974318259525,0.8311691123510385,Bronze,No,Yes,Yes,Missing,No,Working Class,No,fffe3600330036003900,5.809672849913634
0.31801132794150355,-0.6612730142309594,-0.47530709479058514,-0.1400511606432301,-0.13572303205767272,-0.6116960388839597,-1.6345429253677919,Aluminium,No,No,No,Roadways,No,Wealthy,No,fffe3300380031003500,5.828062875166538
0.2379553821488328,-0.7470938589481607,-0.47530709479058514,-0.13946189552641633,-0.1359781192493971,-0.6280325992100763,0.8311691123510385,Bronze,No,Yes,No,Missing,No,Working Class,No,fffe3500350034003500,5.586011938921693
0.6782630840085214,2.2566357061538866,1.255307189294296,-0.13890912336012234,-0.1346164732676462,1.251414409217229,-1.2235909190813201,Aluminium,No,Yes,No,Airways,No,Working Class,No,fffe3400380036003400,7.433920644994641
-0.4425201570888681,0.7118605012442623,0.48614528525657097,-0.1399416817916708,-0.1360477958434329,-0.8430068816832903,0.42021710606456675,Wood,Yes,No,No,Missing,No,Working Class,No,fffe3400390037003500,5.087411132898305
